t_index	term	df
8437	obvious	46
8438	obyazatelstv	1
8439	occas	19
8440	occasion	14
8441	occup	9
8442	occupi	16
8443	occur	67
8444	ocean	13
8445	ochoa	3
8446	oclock	2
8447	oconnel	1
8448	oct	112
8449	octob	75
8450	octopu	3
8451	odd	10
8452	odeh	1
8453	odium	1
8454	odlon	1
8455	odolon	1
8456	odonnel	3
8457	offbal	1
8458	offcamera	1
8459	offenc	1
8460	offend	13
8461	offens	16
8462	offer	128
8463	offic	364
8464	offici	496
8465	offpost	1
8466	offseason	2
8467	offshoot	1
8468	offshor	12
8469	offthecuff	1
8470	ofici	1
8471	often	62
8472	oftenthuggish	2
8473	ofussia	1
8474	ogen	1
8475	ognjen	1
8476	oh	14
8477	ohio	9
8478	oik	1
8479	oil	43
8480	oilconsum	1
8481	oildril	1
8482	oiler	2
8483	oilfield	1
8484	oili	4
8485	oilproduc	2
8486	oilrich	3
8487	oiltrad	1
8488	ojdan	3
8489	ok	15
8490	okay	8
8491	okaz	1
8492	okeef	1
8493	okla	2
8494	oklahoma	13
8495	oklia	1
8496	old	78
8497	olden	1
8498	older	9
8499	oldest	9
8500	oldfashion	1
8501	oldstyl	1
8502	oldtim	1
8503	oleg	2
8504	olga	3
8505	oliv	4
8506	oliva	2
8507	olivegreen	1
8508	olivera	5
8509	olivo	1
8510	oloroc	1
8511	olsen	3
8512	olson	1
8513	olymp	16
8514	olympia	3
8515	olympian	1
8516	om	1
8517	omah	1
8518	oman	4
8519	omar	9
8520	ombudsman	4
8521	omen	3
8522	omin	2
8523	omiss	2
8524	omit	2
8525	omnivor	1
8526	onal	1
8527	onboard	4
8528	onc	127
8529	oncebustl	1
8530	oncedomin	1
8531	onceformid	2
8532	oncefriendli	1
8533	oncemargin	1
8534	oncepow	2
8535	oncepromin	3
8536	oncourt	2
8537	one	590
8538	onebyon	1
8539	oneday	5
8540	onehour	2
8541	oneil	5
8542	oneinch	1
8543	oneparti	1
8544	onequart	3
8545	oneroom	1
8546	onesid	1
8547	onetenth	1
8548	onethird	3
8549	onetim	20
8550	onevot	1
8551	oneway	1
8552	oneyear	1
8553	ong	1
8554	ongo	14
8555	onkar	1
8556	onli	347
8557	onlin	1
8558	onlook	9
8559	onscen	1
8560	onsit	1
8561	onslaught	1
8562	onto	50
8563	onward	1
8564	op	1
8565	opec	1
8566	open	268
8567	openair	7
8568	openfront	2
8569	openli	16
8570	openspac	1
8571	oper	161
8572	opera	2
8573	opinion	23
8574	oppon	75
8575	opportun	30
8576	oppos	42
8577	opposit	186
8578	oppositioncontrol	5
8579	oppositionl	1
8580	oppositionrun	2
8581	opt	5
8582	optic	2
8583	optim	4
8584	optimist	12
8585	option	39
8586	opul	3
8587	oracl	1
8588	oral	1
8589	orang	9
8590	orangereddish	1
8591	orano	1
8592	orat	2
8593	oratori	1
8594	orbit	1
8595	orchard	1
8596	orchestr	4
8597	ordeal	5
8598	order	131
8599	orderli	6
8600	ordin	1
8601	ordinari	16
8602	ordnanc	7
8603	ore	5
8604	oregon	10
8605	oregonstyl	1
8606	oreman	1
8607	organ	115
8608	organiz	2
8609	orgi	1
8610	orient	5
8611	origin	46
8612	orissa	1
8613	orlando	4
8614	orlean	1
8615	orphan	1
8616	orrin	2
8617	ort	1
8618	ortega	2
8619	ortel	1
8620	orthodox	17
8621	orthoped	1
8622	ortiz	3
8623	osama	84
8624	oscar	5
8625	oshima	3
8626	oshman	6
8627	oskinoff	1
8628	oslo	2
8629	osprey	1
8630	osseo	1
8631	ostentati	1
8632	osteochondrosi	1
8633	ostrichlik	1
8634	otherwis	22
8635	otpor	2
8636	ottoman	5
8637	ouattara	30
8638	ought	13
8639	oui	1
8640	ould	1
8641	ouof	1
8642	ourselv	12
8643	oust	51
8644	ouster	9
8645	outboard	3
8646	outbreak	6
8647	outburst	3
8648	outclass	1
8649	outcom	46
8650	outcri	1
8651	outdoor	4
8652	outer	11
8653	outfit	6
8654	outgo	9
8655	outgrowth	2
8656	outgun	1
8657	outing	1
8658	outlast	4
8659	outlaw	8
8660	outlay	1
8661	outlet	4
8662	outli	1
8663	outlin	8
8664	outliv	1
8665	outmaneuv	3
8666	outmod	1
8667	outnumb	3
8668	outofst	2
8669	outplay	1
8670	outpol	16
8671	outpost	1
8672	outpour	5
8673	output	2
8674	outrag	21
8675	outrais	1
8676	outreach	1
8677	outright	21
8678	outserv	1
8679	outset	4
8680	outsid	175
8681	outskirt	4
8682	outsmart	3
8683	outspend	1
8684	outspent	3
8685	outspoken	4
8686	outstand	2
8687	outster	1
8688	outstrip	1
8689	outtara	1
8690	outvot	1
8691	outward	3
8692	outwardli	1
8693	outweigh	2
8694	oval	4
8695	ovat	1
8696	overabund	1
8697	overal	6
8698	overbil	1
8699	overboard	2
8700	overcam	8
8701	overcom	13
8702	overconfid	3
8703	overcrowd	1
8704	overdo	1
8705	overdu	1
8706	overec	1
8707	overestim	1
8708	overextend	1
8709	overflow	4
8710	overh	1
8711	overhaul	3
8712	overhead	13
8713	overjoy	1
8714	overlap	1
8715	overli	2
8716	overload	3
8717	overlook	8
8718	overnight	25
8719	overpaid	1
8720	overpow	17
8721	overreact	1
8722	overrid	3
8723	overrul	1
8724	overrun	2
8725	oversaw	5
8726	overse	29
8727	oversea	25
8728	overshadow	10
8729	oversight	1
8730	overst	2
8731	overstay	1
8732	overstep	1
8733	overt	3
8734	overtak	2
8735	overtaken	1
8736	overthrew	5
8737	overthrow	9
8738	overthrown	4
8739	overtim	2
8740	overtli	1
8741	overton	1
8742	overtook	1
8743	overtur	2
8744	overturff	1
8745	overturn	16
8746	overwhelm	27
8747	overwhelmingli	2
8748	overwrought	1
8749	overzeal	2
8750	owe	12
8751	owen	9
8752	owner	20
8753	ownership	1
8754	oxfam	1
8755	oxygen	1
8756	oyanguren	1
8757	p	7
8758	pa	18
8759	pabl	2
8760	pac	1
8761	pace	10
8762	pacif	15
8763	pack	32
8764	packag	4
8765	pact	7
8766	paddi	12
8767	paddl	1
8768	padella	1
8769	padlock	1
8770	pae	2
8771	page	23
8772	pageantri	2
8773	pager	1
8774	paid	30
8775	paig	1
8776	pain	31
8777	painstak	3
8778	painstakingli	3
8779	paint	11
8780	painter	1
8781	pair	20
8782	pajama	1
8783	pajoli	1
8784	pakistan	30
8785	pakistani	8
8786	palac	24
8787	palacio	2
8788	palanka	3
8789	pale	2
8790	palestin	11
8791	palestinian	46
8792	palestinianisra	4
8793	palestinianyemeni	1
8794	pall	2
8795	pallbear	1
8796	palm	4
8797	palmer	7
8798	palmsiz	1
8799	paltri	1
8800	pamper	1
8801	pamphlet	3
8802	pan	4
8803	panama	24
8804	panamanian	1
8805	panamerican	4
8806	panamericana	1
8807	panchal	1
8808	pandya	14
8809	paneagua	2
8810	panel	16
8811	paniagua	35
8812	panic	15
8813	panick	8
8814	panicstricken	1
8815	pant	1
8816	pantap	1
8817	panther	1
8818	pantsuit	1
8819	paola	3
8820	papandr	2
8821	paper	24
8822	paperwork	2
8823	parachut	1
8824	parad	21
8825	paradigm	1
8826	paradox	1
8827	parafinanci	2
8828	paraguay	3
8829	parallel	6
8830	paralys	1
8831	paralyz	1
8832	paramed	2
8833	paramilitari	10
8834	paranoia	3
8835	paranoiac	1
8836	paraphras	1
8837	parapleg	2
8838	parapolic	2
8839	parascientif	1
8840	pardon	91
8841	parent	60
8842	pari	9
8843	pariah	5
8844	parikh	1
8845	parishion	3
8846	park	48
8847	parlanc	3
8848	parlett	1
8849	parliament	58
8850	parliamentari	6
8851	parliamentarian	1
8852	parlor	1
8853	parmar	1
8854	parodi	1
8855	parol	16
8856	part	240
8857	parth	2
8858	parti	186
8859	partial	11
8860	particip	60
8861	particular	31
8862	particularli	41
8863	partisan	3
8864	partisanship	2
8865	partit	2
8866	partli	10
8867	partner	41
8868	partnership	5
8869	parvail	1
8870	pasariavich	1
8871	pascagoula	6
8872	pascual	2
8873	paso	10
8874	pasriavach	1
8875	pasriavich	1
8876	pasricha	1
8877	pass	82
8878	passag	7
8879	passageway	1
8880	passeng	5
8881	passion	10
8882	passiv	2
8883	passport	9
8884	past	140
8885	pasta	1
8886	pastim	1
8887	pastri	2
8888	pastur	1
8889	pat	13
8890	pataki	1
8891	patch	4
8892	patel	10
8893	patera	1
8894	patern	2
8895	path	17
8896	pathway	1
8897	patienc	5
8898	patient	19
8899	patriarch	1
8900	patricia	8
8901	patrick	55
8902	patriot	4
8903	patrol	20
8904	patron	1
8905	patronag	2
8906	patt	1
8907	patten	3
8908	pattern	12
8909	patti	6
8910	paubl	1
8911	pauciti	1
8912	paul	25
8913	paula	2
8914	pauli	1
8915	paus	8
8916	paval	1
8917	pave	7
8918	pavel	13
8919	pavelo	1
8920	pavement	4
8921	pavkov	9
8922	pavl	1
8923	pay	46
8924	payback	1
8925	paycheck	2
8926	payment	14
8927	payn	2
8928	payout	1
8929	payton	1
8930	pb	3
8931	pcp	1
8932	pdci	6
8933	peac	112
8934	peacekeep	7
8935	peacemak	2
8936	peacetre	1
8937	peachcolor	1
8938	peak	1
8939	pearl	1
8940	pearland	2
8941	peas	3
8942	peasant	4
8943	peddl	10
8944	peddler	1
8945	pedestrian	3
8946	pedro	1
8947	peduca	1
8948	peek	1
8949	peer	3
8950	pejor	1
8951	pelev	1
8952	pelki	7
8953	pelt	4
8954	peltier	12
8955	pelvi	1
8956	pen	4
8957	pena	1
8958	penal	4
8959	penalti	19
8960	pencil	1
8961	pend	11
8962	penetr	7
8963	peng	2
8964	peninsula	43
8965	penitentiari	3
8966	penn	3
8967	pennsylvania	27
8968	pension	3
8969	pent	1
8970	pentag	1
8971	pentagon	125
8972	peopl	483
8973	pepper	3
8974	per	7
8975	perceiv	10
8976	percent	97
8977	percentag	12
8978	percept	3
8979	perch	6
8980	percol	1
8981	perdu	3
8982	perelman	1
8983	perez	13
8984	perezpena	1
8985	perfect	14
8986	perfectli	2
8987	perform	28
8988	pergram	1
8989	perhap	56
8990	peril	5
8991	perimet	2
8992	period	43
8993	peripher	1
8994	peris	1
8995	perish	9
8996	perjuri	6
8997	perk	1
8998	perman	15
8999	permiss	3
9000	permit	21
9001	perpetr	8
9002	perpetu	1
9003	persecut	10
9004	persever	3
9005	persian	66
9006	persiangulf	2
9007	persist	10
9008	person	110
9009	personifi	2
9010	personnel	60
9011	perspect	10
9012	persuad	27
9013	persuas	1
9014	pertain	1
9015	peru	62
9016	peruano	1
9017	perufujimori	1
9018	perus	1
9019	peruvian	50
9020	peruvianborn	1
9021	pervas	1
9022	pervers	1
9023	pervez	4
9024	peshawar	1
9025	pessag	1
9026	pessim	2
9027	pessimist	1
9028	pet	2
9029	pete	38
9030	peter	26
9031	petersberg	1
9032	petersburg	8
9033	petersen	2
9034	peterson	10
9035	petier	1
9036	petit	16
9037	petn	1
9038	petrova	1
9039	petti	6
9040	pew	2
9041	pezzor	2
9042	pham	3
9043	pharmaceut	4
9044	pharmaci	2
9045	phase	8
9046	phasedarray	1
9047	phenomenon	3
9048	pherchevia	1
9049	phieu	7
9050	phil	2
9051	philadelphia	3
9052	philanthrop	3
9053	philanthropi	4
9054	philanthropist	1
9055	philharmon	1
9056	philip	12
9057	philippin	3
9058	phillip	1
9059	philosophi	3
9060	phoenix	3
9061	phone	61
9062	phonein	2
9063	phonet	1
9064	phoni	2
9065	photo	24
9066	photograph	25
9067	phrase	6
9068	phylli	1
9069	physic	30
9070	physician	5
9071	pick	60
9072	pickax	1
9073	picket	5
9074	pickup	10
9075	picnic	2
9076	picnicstyl	1
9077	pictur	34
9078	picturetak	1
9079	piec	47
9080	piecem	1
9081	pier	8
9082	pierc	11
9083	pierr	1
9084	pietropaoli	1
9085	pig	5
9086	piggyback	2
9087	pike	1
9088	pile	24
9089	pilfer	1
9090	pilgrim	2
9091	pillar	16
9092	pillori	3
9093	pillow	1
9094	pillowcas	1
9095	pilot	28
9096	pin	9
9097	pincu	3
9098	pine	9
9099	pink	4
9100	pinkish	1
9101	pinochet	1
9102	pinpoint	2
9103	piolin	6
9104	pioneer	2
9105	pipe	6
9106	pipelin	6
9107	piper	1
9108	pistol	8
9109	pit	17
9110	pitch	8
9111	pitchblack	1
9112	pitkowski	1
9113	pittman	1
9114	pittsburg	2
9115	pittsburgh	3
9116	pivot	6
9117	pizza	2
9118	pj	11
9119	placard	1
9120	placardwav	2
9121	placat	2
9122	place	216
9123	plagu	10
9124	plain	4
9125	plainli	1
9126	plaintiff	1
9127	plaintiv	2
9128	plan	247
9129	planc	1
9130	plane	125
9131	planeload	9
9132	planner	2
9133	plant	19
9134	plantat	4
9135	planter	1
9136	plaster	2
9137	plastic	29
9138	plate	11
9139	plateau	3
9140	platform	19
9141	platt	1
9142	play	131
9143	player	53
9144	playoff	1
9145	playwright	2
9146	plaza	2
9147	plea	16
9148	plead	31
9149	pleas	27
9150	pleasur	8
9151	plebiscit	2
9152	pled	2
9153	pledg	68
9154	plenti	7
9155	pli	1
9156	plight	3
9157	plot	25
9158	plotnikov	2
9159	plotter	2
9160	plow	2
9161	ploy	1
9162	plu	19
9163	pluck	3
9164	plug	2
9165	plum	5
9166	plume	3
9167	plummet	6
9168	plung	13
9169	plural	1
9170	plush	1
9171	plust	1
9172	pm	57
9173	pneumat	2
9174	po	1
9175	pock	1
9176	pocket	20
9177	pocketbook	1
9178	podesta	1
9179	podgarica	1
9180	podgorica	3
9181	podium	3
9182	poet	1
9183	poignanc	1
9184	poignant	6
9185	point	183
9186	pointblank	1
9187	pointedli	1
9188	pointless	2
9189	pois	6
9190	poison	7
9191	poke	2
9192	poker	1
9193	poland	4
9194	polar	2
9195	pole	7
9196	polic	212
9197	policeman	14
9198	policemen	14
9199	polici	94
9200	policymak	3
9201	polish	3
9202	polit	229
9203	politburo	1
9204	politi	1
9205	politic	3
9206	politica	1
9207	politician	42
9208	politika	5
9209	poll	64
9210	pollard	6
9211	pollincen	1
9212	pollster	4
9213	pollut	3
9214	polo	1
9215	pomp	1
9216	pompfil	1
9217	ponchevo	1
9218	poncho	3
9219	ponder	2
9220	pondicherri	2
9221	pontiac	1
9222	ponytail	5
9223	pooh	1
9224	poohpooh	1
9225	pool	9
9226	poor	24
9227	poorer	2
9228	poorest	4
9229	poorli	6
9230	pop	1
9231	popcultur	1
9232	pope	64
9233	popov	4
9234	popul	48
9235	popular	94
9236	popularli	1
9237	populist	7
9238	por	1
9239	porch	2
9240	porou	1
9241	porridg	1
9242	port	171
9243	portabl	2
9244	portbas	3
9245	porter	3
9246	porterag	1
9247	portion	13
9248	portland	7
9249	portman	1
9250	portrait	5
9251	portray	11
9252	portsid	5
9253	portsmouth	5
9254	portuguesespeak	5
9255	pose	25
9256	posh	2
9257	posit	111
9258	possess	17
9259	possibl	236
9260	post	69
9261	postal	2
9262	postcard	1
9263	postcold	1
9264	postcommunist	1
9265	postdeb	3
9266	postdisast	1
9267	postdispatch	5
9268	postelect	4
9269	poster	10
9270	postfox	1
9271	posthum	7
9272	postindepend	1
9273	postmatch	2
9274	postmilosev	1
9275	postmortem	3
9276	postpon	13
9277	postquak	2
9278	postsoviet	1
9279	postspeech	1
9280	posttito	1
9281	posttourna	1
9282	posttraumat	4
9283	postur	4
9284	postwar	2
9285	pot	2
9286	potato	1
9287	potatopeel	1
9288	potent	3
9289	potenti	50
9290	pothol	1
9291	potray	1
9292	potter	1
9293	pouch	2
9294	poultri	2
9295	pounc	1
9296	pound	25
9297	pour	39
9298	povel	1
9299	poverti	19
9300	povertystricken	1
9301	pow	7
9302	powel	9
9303	power	323
9304	powerbrok	1
9305	powerhous	1
9306	powerless	2
9307	powmia	4
9308	poynter	1
9309	pozarevac	5
9310	practic	39
9311	praddo	1
9312	pradeep	1
9313	pradesh	4
9314	pragmat	4
9315	pragna	1
9316	pragu	1
9317	prais	28
9318	prakash	1
9319	pramod	1
9320	prankster	1
9321	prateek	1
9322	pratt	2
9323	pravda	1
9324	pray	23
9325	prayer	20
9326	preach	3
9327	precari	2
9328	precaut	34
9329	precautionari	6
9330	preced	10
9331	precinct	5
9332	preciou	4
9333	precipit	3
9334	precis	19
9335	preclud	1
9336	precondit	3
9337	predat	3
9338	predawn	4
9339	predecessor	7
9340	predgrag	4
9341	predica	1
9342	predict	55
9343	predominantli	1
9344	predrag	1
9345	preelect	3
9346	preempt	1
9347	prefabr	1
9348	prefer	17
9349	pregam	1
9350	pregnanc	1
9351	pregnant	5
9352	prejud	1
9353	prejudg	2
9354	prejudic	1
9355	preliminari	24
9356	prelud	2
9357	prematur	5
9358	premedit	6
9359	premis	2
9360	premium	1
9361	premonit	1
9362	preoccupi	2
9363	preordain	2
9364	prepackag	1
9365	prepar	128
9366	preparatori	1
9367	preplan	4
9368	preposit	2
9369	prerog	2
9370	presag	3
9371	prescrib	3
9372	prescript	10
9373	presenc	36
9374	present	61
9375	preserv	13
9376	presevo	1
9377	presid	547
9378	presiden	1
9379	presidentelect	20
9380	presidenti	220
9381	press	120
9382	pressman	1
9383	pressur	74
9384	prestig	1
9385	prestigi	1
9386	presum	35
9387	presumpt	1
9388	preteen	1
9389	pretend	5
9390	pretext	2
9391	pretti	42
9392	prevail	21
9393	prevent	58
9394	preview	2
9395	previou	31
9396	previous	27
9397	pri	15
9398	prianka	1
9399	pribicev	1
9400	price	31
9401	pricefix	1
9402	pricey	1
9403	pride	13
9404	priest	14
9405	primari	15
9406	primarili	1
9407	prime	117
9408	primit	1
9409	princ	8
9410	princeton	2
9411	princip	6
9412	principl	19
9413	prinosil	2
9414	print	5
9415	prior	15
9416	prioriti	40
9417	priscilla	1
9418	prisilla	1
9419	prison	142
9420	prissila	1
9421	pristavkin	4
9422	pristina	5
9423	privaci	4
9424	privat	58
9425	privatesector	1
9426	privi	1
9427	privileg	9
9428	priyanka	1
9429	prize	12
9430	pro	7
9431	proactiv	2
9432	probabl	63
9433	probat	5
9434	probe	32
9435	probiti	1
9436	problem	99
9437	problemat	4
9438	proce	5
9439	procedur	31
9440	proceed	24
9441	process	100
9442	procession	1
9443	proclaim	16
9444	procrimin	1
9445	prod	2
9446	prodemocraci	12
9447	prodemocrat	1
9448	prodigi	1
9449	produc	33
9450	product	14
9451	prof	1
9452	profess	2
9453	profession	15
9454	professor	33
9455	professori	1
9456	profil	24
9457	profit	13
9458	profootbal	1
9459	profound	3
9460	progbagbo	1
9461	progeni	1
9462	progenitor	1
9463	progovern	1
9464	program	51
9465	progress	35
9466	prohibit	7
9467	proiraqi	1
9468	proisrael	2
9469	project	26
9470	projectil	1
9471	prokremlin	1
9472	prokuplj	1
9473	prolifer	1
9474	prolong	8
9475	promila	3
9476	promilosev	10
9477	promin	20
9478	promis	103
9479	promot	28
9480	prompt	46
9481	promptli	4
9482	prone	3
9483	pronounc	12
9484	proof	11
9485	proouattara	2
9486	prop	2
9487	propag	1
9488	propaganda	19
9489	propalestinian	4
9490	prope	1
9491	propel	5
9492	propens	1
9493	proper	12
9494	properli	4
9495	properti	12
9496	prophet	2
9497	propon	2
9498	proport	3
9499	proportion	1
9500	propos	27
9501	proposit	7
9502	proprietor	1
9503	propuls	7
9504	proscrib	2
9505	prosecut	33
9506	prosecutor	61
9507	prospect	22
9508	prosper	30
9509	prosperi	1
9510	prostat	2
9511	prote	1
9512	protect	87
9513	protectionist	1
9514	protector	2
9515	protest	130
9516	protestor	9
9517	protic	1
9518	protract	5
9519	proud	15
9520	proudli	2
9521	prove	46
9522	proven	12
9523	provid	98
9524	providian	1
9525	provinc	30
9526	provis	7
9527	provision	4
9528	provoc	4
9529	provok	16
9530	prow	1
9531	prowestern	7
9532	prowl	1
9533	proxi	4
9534	prudenc	2
9535	prudent	6
9536	psychiatrist	1
9537	psychic	1
9538	psycholog	4
9539	psychologist	3
9540	psychosi	1
9541	ptt	1
9542	public	159
9543	publicist	1
9544	publicli	27
9545	publictransport	2
9546	publish	34
9547	puddl	1
9548	pueblo	2
9549	puerto	2
9550	puff	1
9551	puffedup	2
9552	pug	1
9553	pull	126
9554	pulpit	1
9555	puls	6
9556	pulver	1
9557	pumahambo	1
9558	pummel	1
9559	pump	10
9560	pumpkincolor	1
9561	punch	12
9562	punctuat	6
9563	punctur	9
9564	puni	1
9565	punish	48
9566	punit	2
9567	puppet	6
9568	purchas	22
9569	purdum	1
9570	pure	7
9571	purebr	2
9572	purg	3
9573	purif	3
9574	purifi	1
9575	purist	1
9576	puritan	1
9577	puriti	1
9578	purpl	4
9579	purport	1
9580	purpos	20
9581	purs	1
9582	pursu	36
9583	pursuit	1
9584	push	66
9585	pushpol	1
9586	put	185
9587	putaway	1
9588	putin	71
9589	putsch	3
9590	puttputtputt	1
9591	puzzl	8
9592	pyno	1
9593	pyongyang	1
9594	pyramid	1
9595	pyre	9
9596	qaeda	3
9597	qaida	1
9598	qatar	15
9599	qazi	1
9600	quak	89
9601	quakecrippl	1
9602	quakedamag	1
9603	quakeravag	1
9604	quakestricken	1
9605	quaketrigg	3
9606	qualif	4
9607	qualifi	18
9608	qualiti	6
9609	quang	2
9610	quantit	1
9611	quantiti	7
9612	quantum	5
9613	quarantin	1
9614	quarrelsom	2
9615	quarten	1
9616	quarter	26
9617	quarterback	1
9618	quartercenturi	1
9619	quarterdeck	2
9620	quarterfin	26
9621	quarterfinalist	4
9622	quartermil	1
9623	quartet	1
9624	quash	1
9625	quasi	1
9626	qud	1
9627	queen	3
9628	quell	4
9629	queri	1
9630	quest	1
9631	question	213
9632	questionandansw	4
9633	queue	1
9634	quick	34
9635	quicker	3
9636	quickey	1
9637	quickli	76
9638	quickrespons	1
9639	quid	1
9640	quiet	14
9641	quieter	2
9642	quietli	13
9643	quietud	1
9644	quigley	5
9645	quill	1
9646	quinci	3
9647	quinn	11
9648	quip	1
9649	quit	62
9650	quiver	1
9651	quiz	2
9652	quizz	1
9653	quo	1
9654	quorum	2
9655	quot	44
9656	quotat	1
9657	quotear	1
9658	quotient	1
9659	quow	1
9660	quran	2
9661	r	16
9662	ra	1
9663	rabitah	1
9664	racak	1
9665	race	101
9666	racebait	1
9667	racial	4
9668	racicot	1
9669	racism	1
9670	racist	1
9671	rack	2
9672	racket	29
9673	rackham	1
9674	rad	1
9675	radar	9
9676	radardeflect	1
9677	radavan	1
9678	raddatz	1
9679	rade	2
9680	radford	1
9681	radiat	3
9682	radic	24
9683	radicor	1
9684	radio	72
9685	radioact	1
9686	radioprograma	7
9687	radoman	3
9688	radov	2
9689	radovan	3
9690	rafael	2
9691	rafiq	1
9692	raft	2
9693	rafter	27
9694	raftogi	3
9695	rag	6
9696	rage	12
9697	rahman	2
9698	raid	8
9699	rail	2
9700	railroad	5
9701	railway	6
9702	rain	26
9703	raincoat	2
9704	raini	8
9705	rainsoak	1
9706	rainstain	1
9707	rainstorm	2
9708	rais	87
9709	raj	1
9710	rajan	1
9711	rajasthan	4
9712	rajat	3
9713	rajendrakumar	1
9714	rajesh	3
9715	rala	1
9716	ralli	126
9717	ralph	10
9718	ram	9
9719	rama	1
9720	ramadan	3
9721	ramallah	4
9722	rambhai	3
9723	rambo	4
9724	ramesh	3
9725	ramirez	5
9726	ramiy	1
9727	ramo	1
9728	ramp	6
9729	rampag	6
9730	rampal	1
9731	rampant	10
9732	ramshackl	1
9733	ramstein	20
9734	ran	39
9735	ranad	3
9736	ranch	3
9737	rancher	1
9738	rancor	3
9739	rand	1
9740	randi	19
9741	random	6
9742	rang	43
9743	rangel	1
9744	ranger	1
9745	rank	31
9746	rann	1
9747	ransom	3
9748	rap	1
9749	rape	8
9750	rapid	9
9751	rapidli	13
9752	rapist	14
9753	rapproch	4
9754	raquel	2
9755	rare	54
9756	rarer	1
9757	rariti	1
9758	rariz	2
9759	rash	1
9760	rashad	1
9761	rashid	2
9762	rasik	1
9763	rat	3
9764	rate	15
9765	rath	1
9766	rather	63
9767	rathod	1
9768	ratif	1
9769	ratifi	4
9770	ration	4
9771	rational	1
9772	ratko	2
9773	ratliff	1
9774	ratnal	1
9775	ratnalaswami	1
9776	rattl	8
9777	raucou	4
9778	ravag	10
9779	raven	2
9780	ravenel	1
9781	ravin	5
9782	raw	2
9783	rawalpindi	1
9784	ray	11
9785	raymond	4
9786	raznatov	1
9787	razor	2
9788	razorthin	1
9789	razzano	4
9790	rcalif	1
9791	rdr	5
9792	reach	167
9793	reachabl	4
9794	react	9
9795	reaction	17
9796	reactionari	1
9797	reactor	5
9798	read	45
9799	reader	2
9800	readi	58
9801	reaffirm	4
9802	reagan	9
9803	real	74
9804	realist	4
9805	realiti	18
9806	realiz	32
9807	realli	105
9808	reappear	2
9809	rear	35
9810	rearrest	1
9811	reason	100
9812	reassert	2
9813	reassess	1
9814	reassum	1
9815	reassur	6
9816	rebecca	1
9817	rebel	14
9818	rebelli	1
9819	rebellion	6
9820	rebirth	1
9821	rebound	7
9822	rebroadcast	2
9823	rebuf	1
9824	rebuff	1
9825	rebuild	23
9826	rebuilt	1
9827	rebuk	3
9828	reburi	3
9829	rebutt	1
9830	recal	17
9831	recalcitr	1
9832	recant	8
9833	recap	1
9834	recaptur	6
9835	reced	4
9836	receipt	7
9837	receiv	130
9838	recent	143
9839	recept	6
9840	receptionist	1
9841	recess	1
9842	recipi	2
9843	recit	1
9844	reckon	5
9845	reclaim	5
9846	reclus	3
9847	recogn	47
9848	recognit	5
9849	recomm	1
9850	recommend	41
9851	recon	1
9852	reconcil	1
9853	reconcili	19
9854	reconnaiss	2
9855	reconsid	2
9856	reconstitut	2
9857	reconstruct	7
9858	record	83
9859	recordbreak	1
9860	recordset	2
9861	recount	16
9862	recov	130
9863	recoveri	48
9864	recreat	10
9865	recrimin	1
9866	recruit	11
9867	rectifi	1
9868	rector	1
9869	recuper	3
9870	recur	2
9871	recurr	5
9872	red	75
9873	redandwhit	1
9874	redcarpet	2
9875	reded	1
9876	redeem	2
9877	redefin	2
9878	redempt	1
9879	redesign	1
9880	redesignwo	1
9881	redey	4
9882	redford	1
9883	redhand	1
9884	redhot	1
9885	rediscov	1
9886	redistrict	1
9887	redlett	1
9888	redress	1
9889	redskin	1
9890	reduc	27
9891	reduct	2
9892	reebok	1
9893	reeca	1
9894	reeduc	2
9895	reeker	9
9896	reel	1
9897	reelect	31
9898	reemerg	3
9899	reenerg	1
9900	reengag	1
9901	reenlist	2
9902	reenter	5
9903	reestablish	1
9904	reev	1
9905	reevalu	1
9906	reexamin	3
9907	refer	59
9908	referendum	9
9909	refin	1
9910	refineri	4
9911	refit	2
9912	reflag	1
9913	reflect	36
9914	reflex	1
9915	reform	46
9916	reformmind	2
9917	refrain	3
9918	refresh	2
9919	refriger	2
9920	refuel	122
9921	refug	7
9922	refuge	7
9923	refugeeprocess	1
9924	refund	1
